trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
240,False,"{'a': 0.5, 'e': 0.09071795328941251}",30,0,-32.181202190707424,"{0: 23, 1: 5, 2: 1, 3: 1, 4: 0}",0
241,False,"{'a': 0.5, 'e': 0.08981529457224763}",25,7,-217.20408907739005,"{0: 7, 1: 2, 2: 5, 3: 0, 4: 4}",1
242,False,"{'a': 0.5, 'e': 0.08892161745938634}",30,0,-113.24303044628064,"{0: 17, 1: 7, 2: 4, 3: 1, 4: 1}",0
243,False,"{'a': 0.5, 'e': 0.08803683258237255}",25,0,-147.412510717444,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
244,False,"{'a': 0.5, 'e': 0.0871608514619813}",20,2,-141.42002521462283,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 3}",1
245,False,"{'a': 0.5, 'e': 0.0862935864993705}",30,0,-134.70379906325255,"{0: 16, 1: 5, 2: 7, 3: 1, 4: 1}",0
246,False,"{'a': 0.5, 'e': 0.08543495096732123}",20,5,-79.93483611342602,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 1}",1
247,False,"{'a': 0.5, 'e': 0.08458485900156469}",30,0,-136.66036744414595,"{0: 21, 1: 1, 2: 5, 3: 1, 4: 2}",0
248,False,"{'a': 0.5, 'e': 0.08374322559219596}",30,0,-192.32937481433675,"{0: 14, 1: 4, 2: 9, 3: 1, 4: 2}",0
249,False,"{'a': 0.5, 'e': 0.08290996657517266}",25,0,-167.96899424356945,"{0: 12, 1: 1, 2: 10, 3: 0, 4: 2}",0
250,False,"{'a': 0.5, 'e': 0.0820849986238988}",25,8,-46.394041226443456,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
251,False,"{'a': 0.5, 'e': 0.08126823924089167}",20,0,-152.82222003603297,"{0: 8, 1: 3, 2: 7, 3: 0, 4: 2}",0
252,False,"{'a': 0.5, 'e': 0.08045960674953244}",20,0,-105.77865233912608,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
253,False,"{'a': 0.5, 'e': 0.07965902028589801}",25,0,-180.90004110778278,"{0: 13, 1: 1, 2: 7, 3: 2, 4: 2}",0
254,False,"{'a': 0.5, 'e': 0.07886639979067495}",25,13,-23.716756422155765,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.07808166600115313}",25,0,-193.2261627971555,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
256,False,"{'a': 0.5, 'e': 0.07730474044329974}",20,0,-131.62827390116576,"{0: 9, 1: 1, 2: 8, 3: 1, 4: 1}",0
257,False,"{'a': 0.5, 'e': 0.07653554542391151}",20,0,-14.464317885974427,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
258,False,"{'a': 0.5, 'e': 0.07577400402284548}",20,0,-70.80641082330791,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
259,False,"{'a': 0.5, 'e': 0.07502004008532698}",35,1,-187.944097764834,"{0: 20, 1: 5, 2: 6, 3: 0, 4: 3}",1
260,False,"{'a': 0.5, 'e': 0.07427357821433388}",20,0,-33.28690441686388,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
261,False,"{'a': 0.5, 'e': 0.0735345437630571}",20,0,-181.12287699511924,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 4}",0
262,False,"{'a': 0.5, 'e': 0.07280286282743559}",25,0,-157.51758900199818,"{0: 12, 1: 6, 2: 4, 3: 1, 4: 2}",0
263,False,"{'a': 0.5, 'e': 0.0720784622387661}",30,1,-105.03871934748727,"{0: 19, 1: 5, 2: 2, 3: 2, 4: 1}",1
264,False,"{'a': 0.5, 'e': 0.07136126955638605}",25,0,-161.69476788608702,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
265,False,"{'a': 0.5, 'e': 0.0706512130604296}",20,0,-119.94457571725724,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
266,False,"{'a': 0.5, 'e': 0.06994822174465536}",20,0,-97.19440539528331,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
267,False,"{'a': 0.5, 'e': 0.069252225309346}",25,0,-28.07177632724355,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
268,False,"{'a': 0.5, 'e': 0.06856315415427791}",25,0,-95.46146725211632,"{0: 15, 1: 6, 2: 2, 3: 1, 4: 1}",0
269,False,"{'a': 0.5, 'e': 0.06788093937176144}",20,0,-29.141039371787752,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
270,False,"{'a': 0.5, 'e': 0.06720551273974976}",20,0,-136.35225157689308,"{0: 8, 1: 7, 2: 3, 3: 0, 4: 2}",0
271,False,"{'a': 0.5, 'e': 0.06653680671501686}",20,0,-114.78274074301359,"{0: 13, 1: 0, 2: 3, 3: 3, 4: 1}",0
272,False,"{'a': 0.5, 'e': 0.06587475442640295}",30,0,-84.77682999352453,"{0: 17, 1: 5, 2: 8, 3: 0, 4: 0}",0
273,False,"{'a': 0.5, 'e': 0.06521928966812753}",20,0,-25.859688357066645,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
274,False,"{'a': 0.5, 'e': 0.06457034689316847}",20,0,-38.18598362310375,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
275,False,"{'a': 0.5, 'e': 0.06392786120670757}",20,0,-143.36105929134,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
276,False,"{'a': 0.5, 'e': 0.0632917683596407}",30,0,-178.06098665729405,"{0: 18, 1: 2, 2: 5, 3: 3, 4: 2}",0
277,False,"{'a': 0.5, 'e': 0.06266200474215315}",20,0,-53.23097386341894,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
278,False,"{'a': 0.5, 'e': 0.06203850737735829}",20,6,-78.87631123029907,"{0: 7, 1: 2, 2: 4, 3: 0, 4: 1}",1
279,False,"{'a': 0.5, 'e': 0.06142121391500013}",20,0,-125.88608273329758,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
280,False,"{'a': 0.5, 'e': 0.06081006262521795}",25,0,-93.8348652002316,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
281,False,"{'a': 0.5, 'e': 0.06020499239237354}",20,0,-182.2711913236665,"{0: 9, 1: 3, 2: 4, 3: 1, 4: 3}",0
282,False,"{'a': 0.5, 'e': 0.05960594270893937}",25,0,-67.2620440221439,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
283,False,"{'a': 0.5, 'e': 0.05901285366944784}",25,0,-110.61775360313209,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 3}",0
284,False,"{'a': 0.5, 'e': 0.05842566596450083}",20,0,-65.79978591144415,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
285,False,"{'a': 0.5, 'e': 0.057844320874838456}",20,0,-33.17644635319,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
286,False,"{'a': 0.5, 'e': 0.05726876026546736}",25,0,-253.1270259597006,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 5}",0
287,False,"{'a': 0.5, 'e': 0.0566989265798469}",20,0,-111.8726285410838,"{0: 8, 1: 3, 2: 7, 3: 2, 4: 0}",0
288,False,"{'a': 0.5, 'e': 0.056134762834133725}",20,0,-141.76387027805208,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 3}",0
289,False,"{'a': 0.5, 'e': 0.05557621261148306}",30,0,-93.58499874571774,"{0: 19, 1: 5, 2: 5, 3: 0, 4: 1}",0
290,False,"{'a': 0.5, 'e': 0.05502322005640723}",25,0,-196.24259235687248,"{0: 12, 1: 2, 2: 8, 3: 0, 4: 3}",0
291,False,"{'a': 0.5, 'e': 0.05447572986918986}",25,10,-158.38871671168584,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 4}",1
292,False,"{'a': 0.5, 'e': 0.05393368730035602}",35,0,-210.07725839526304,"{0: 20, 1: 6, 2: 4, 3: 2, 4: 3}",0
293,False,"{'a': 0.5, 'e': 0.053397038145197084}",25,0,-69.63137401602832,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 0}",0
294,False,"{'a': 0.5, 'e': 0.05286572873835037}",25,0,-172.38408516366687,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
295,False,"{'a': 0.5, 'e': 0.05233970594843238}",20,0,-138.41066718884912,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
296,False,"{'a': 0.5, 'e': 0.05181891717272583}",25,0,-139.52173021015938,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
297,False,"{'a': 0.5, 'e': 0.05130331033191911}",20,0,-178.6791876522718,"{0: 8, 1: 5, 2: 4, 3: 0, 4: 3}",0
298,False,"{'a': 0.5, 'e': 0.0507928338648985}",20,12,-23.062988838954084,"{0: 4, 1: 2, 2: 2, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.050287436723591865}",25,0,-128.06848994107065,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
300,False,"{'a': 0.5, 'e': 0.049787068367863944}",30,0,-160.68132382714148,"{0: 14, 1: 5, 2: 9, 3: 1, 4: 1}",0
1,True,"{'a': 0, 'e': 0}",25,0,-84.94050775864642,"{0: 15, 1: 3, 2: 5, 3: 2, 4: 0}",0
2,True,"{'a': 0, 'e': 0}",20,0,-130.11734532464808,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
3,True,"{'a': 0, 'e': 0}",25,0,-57.98389096619083,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
4,True,"{'a': 0, 'e': 0}",25,0,-118.18894506815064,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
5,True,"{'a': 0, 'e': 0}",30,0,-102.94314984844537,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
6,True,"{'a': 0, 'e': 0}",35,0,-306.4062574230208,"{0: 17, 1: 2, 2: 9, 3: 3, 4: 4}",0
7,True,"{'a': 0, 'e': 0}",20,0,-148.1008110918681,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
8,True,"{'a': 0, 'e': 0}",25,0,-137.3732717385127,"{0: 11, 1: 6, 2: 6, 3: 1, 4: 1}",0
9,True,"{'a': 0, 'e': 0}",20,0,-38.76288617097512,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
10,True,"{'a': 0, 'e': 0}",30,0,-137.71049481639983,"{0: 17, 1: 4, 2: 7, 3: 1, 4: 1}",0
